company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;light_struct;dry_sweet;flat_acidic;notes
Ca' Lojera;Lugana Blanc;4.0;449;10.99;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2019.0;59.0;24.0;52.0;fruit tree/citrus/herbaceous
Masciarelli;Villa Gemma Colline Teatine Bianco;3.8;204;13.4;na / na / na;Italy;Colline Teatine;Miscela;2019.0;;;;
Vie di Romans;Vieris Sauvignon Blanc;4.2;30;25.84;Pasta / Seafood / Hard and aged cheese;Italy;Friuli Isonzo;Sauvignon Blanc;2020.0;68.0;24.0;50.0;citrus/fruit tree/herbaceous
Klaus Lentsch;Amperg Goldmuskateller;4.0;30;12.5;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Moscato Giallo;2018.0;55.0;28.0;47.0;herbaceous/fruit tree/spezie
Vignai da Duline;Pinot Grigio;3.9;63;24.7;Seafood / Vegetarian / Mushrooms;Italy;Colli Orientali del Friuli;Pinot Grigio;2019.0;41.0;14.0;42.0;fruit tree/herbaceous/citrus
St. Michael-Eppan;Gewürztraminer;4.0;112;12.5;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2021.0;63.0;39.0;31.0;fruit tree/tropical note/citrus
Il Poggio Vini;Falanghina del Sannio Taburno;4.0;52;10.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Falanghina del Sannio;Falanghina;2020.0;66.0;9.0;33.0;fruit tree/herbaceous/tropical note
Baglio di Pianetto;Ginolfo Viognier;4.0;70;15.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Viognier;2015.0;69.0;5.0;32.0;wood/fruit tree/herbaceous
Pieropan;La Rocca Soave Classico;4.2;955;31.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2018.0;35.0;8.0;57.0;fruit tree/herbaceous/citrus
Roeno;Riesling Renano Collezione di Famiglia;4.1;50;34.5;Pasta / Seafood / Hard and aged cheese;Italy;delle Venezie;Riesling Renano;2016.0;65.0;19.0;58.0;fruit tree/citrus/herbaceous
Visintini;Pinot Grigio;4.1;30;13.53;Seafood / Vegetarian / Mushrooms;Italy;Colli Orientali del Friuli;Pinot Grigio;2020.0;42.0;11.0;41.0;fruit tree/citrus/herbaceous
Kellerei Eisacktal - Cantina Valle Isarco;Aristos Sylvaner;3.8;95;15.6;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2018.0;61.0;17.0;61.0;fruit tree/citrus/herbaceous
Tenuta di Tavignano;Misco Castelli di Jesi Verdicchio Riserva Classico;3.8;46;30.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2014.0;53.0;26.0;65.0;citrus/fruit tree/herbaceous
Donnafugata;Anthìlia;3.8;926;9.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Ansonica;2020.0;59.0;10.0;39.0;fruit tree/citrus/herbaceous
Kellerei Eisacktal - Cantina Valle Isarco;Gewürztraminer;3.8;79;11.39;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;64.0;38.0;30.0;tropical note/fruit tree/citrus
Weingut Tenuta Schweitzer;Tschaupp Chardonnay;4.0;44;29.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2015.0;57.0;20.0;54.0;Floreale/herbaceous/citrus
Cantine Astroni;Strione;3.8;34;22.0;na / na / na;Italy;Falanghina del Sannio;Falanghina;2015.0;;;;herbaceous/fruit tree/wood
Antonelli San Marco;Grechetto Montefalco;3.8;231;7.95;Pasta / Vegetarian / Appetizers and snacks;Italy;Montefalco;Grechetto;2020.0;45.0;18.0;65.0;fruit tree/citrus/herbaceous
Porta del Vento;Catarratto;3.8;69;16.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Catarratto Bianco;2020.0;61.0;8.0;37.0;herbaceous/citrus/fruit tree
Giacomelli;Pianacce Vermentino Colli di Luni;3.7;72;11.39;Pasta / Seafood / Hard and aged cheese;Italy;Colli di Luni;Vermentino;2019.0;58.0;19.0;54.0;fruit tree/herbaceous/citrus
Grawü Grasselli & Würth;Pinot Grigio;4.2;53;29.0;Seafood / Vegetarian / Mushrooms;Italy;Vigneti delle Dolomiti;Pinot Grigio;2019.0;43.0;14.0;38.0;citrus/red fruits/fruit tree
Jermann;Chardonnay;3.7;512;31.9;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Chardonnay;2014.0;60.0;25.0;51.0;fruit tree/wood/citrus
Vie di Romans;Flors di Uis;4.4;59;43.0;Pasta / Seafood / Hard and aged cheese;Italy;Friuli Isonzo;Miscela;2009.0;63.0;24.0;52.0;fruit tree/herbaceous/citrus
Antonio Caggiano;Béchar Fiano di Avellino;4.0;168;13.85;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2020.0;67.0;11.0;44.0;fruit tree/herbaceous/citrus
Vietti;Arneis Roero;4.0;985;13.4;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;61.0;22.0;54.0;fruit tree/citrus/herbaceous
Sibiliana;Sensale Grillo;3.9;111;6.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Grillo;2020.0;56.0;3.0;33.0;citrus/herbaceous/yeasts
Bruno Giacosa;Roero Arneis;4.1;536;19.0;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;61.0;23.0;50.0;fruit tree/citrus/herbaceous
Venissa;Bianco;3.9;44;190.0;Pasta / Seafood / Hard and aged cheese;Italy;Venezia;Dorona di Venezia;2015.0;65.0;26.0;50.0;herbaceous/fruit tree/citrus
Colterenzio (Schreckbichl);LR;4.5;57;135.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Miscela;2015.0;65.0;30.0;38.0;wood/fruit tree/tropical note
Tramin;Nussbaumer Gewürztraminer;4.3;138;24.1;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;66.0;41.0;28.0;tropical note/herbaceous/fruit tree
Feudo Arancio;Dalila Riserva;3.8;419;11.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Miscela;2018.0;63.0;8.0;29.0;fruit tree/wood/herbaceous
Livon;Mandítocai Friulano;3.9;81;20.49;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Friulano;2017.0;69.0;29.0;48.0;fruit tree/wood/herbaceous
Cotarella;Ferentano Lazio;3.9;65;19.7;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Roscetto;2017.0;53.0;27.0;65.0;wood/herbaceous/fruit tree
Pietradolce;Etna Bianco;3.9;167;17.75;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2020.0;60.0;1.0;44.0;citrus/herbaceous/fruit tree
Oltretorrente;Colli Tortonesi Bianco;3.8;42;15.3;Pasta / Seafood / Hard and aged cheese;Italy;Colli Tortonesi;;2019.0;55.0;13.0;54.0;citrus/herbaceous/fruit tree
Attems;Cicinis;3.9;93;22.5;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Sauvignon Blanc;2018.0;60.0;27.0;52.0;wood/citrus/herbaceous
Casale del Giglio;Aphrodisium Vendemmia Tardiva;4.4;36;25.3;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Viognier;2019.0;47.0;47.0;65.0;fruit tree/herbaceous/citrus
Vinosia;Le Grade Fiano di Avellino;3.7;78;10.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2018.0;58.0;12.0;33.0;citrus/herbaceous/fruit tree
St. Michael-Eppan;The Wine Collection Sauvignon;4.7;58;105.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2017.0;66.0;17.0;54.0;fruit tree/wood/yeasts
Primosic;Klin;4.3;120;43.7;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Miscela;2015.0;65.0;30.0;47.0;fruit tree/wood/herbaceous
Sella & Mosca;Cala Reale Vermentino di Sardegna;3.8;257;9.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2019.0;57.0;11.0;34.0;herbaceous/citrus/fruit tree
Papalino;Ametis Grechetto Bianco;3.8;26;9.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Grechetto;2015.0;50.0;21.0;60.0;
Feudi di San Gregorio;Falanghina;3.9;45;8.4;na / na / na;Italy;Falanghina del Sannio;Falanghina;2021.0;;;;
Cà dei Frati;Brolettino Lugana;4.2;418;13.5;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Verdicchio;2020.0;61.0;27.0;51.0;fruit tree/citrus/herbaceous
Antinori;Castello della Sala Bramìto Chardonnay;4.0;2653;15.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Umbria;Chardonnay;2019.0;43.0;23.0;64.0;wood/fruit tree/citrus
Carpineto;Dogajolo Toscana Bianco;3.8;355;7.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2019.0;43.0;22.0;66.0;fruit tree/citrus/herbaceous
Vie di Romans;Chardonnay;4.4;117;25.66;Pasta / Seafood / Hard and aged cheese;Italy;Friuli Isonzo;Chardonnay;2020.0;65.0;27.0;50.0;wood/fruit tree/herbaceous
Cantina Altarocca;Albaco Orvieto Classico Superiore;3.9;33;13.35;Pasta / Vegetarian / Appetizers and snacks;Italy;Orvieto Classico;Miscela;2018.0;47.0;14.0;66.0;wood/fruit tree/aged note
Prà;Staforte Soave Classico;3.8;142;13.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2018.0;31.0;5.0;57.0;fruit tree/herbaceous/citrus
Tramin;Pinot Grigio;3.7;324;10.5;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2019.0;41.0;17.0;41.0;fruit tree/citrus/herbaceous
Colli Della Murgia;Tufjano;4.0;55;14.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Puglia;Minutolo;2020.0;59.0;12.0;40.0;fruit tree/citrus/Floreale
Feudi Studi;Arianiello;4.0;86;29.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2012.0;64.0;5.0;37.0;herbaceous/fruit tree/citrus
Mezzacorona;Castel Firmian Pinot Grigio Riserva;3.9;172;11.9;Seafood / Vegetarian / Mushrooms;Italy;Teroldego Rotaliano;Pinot Grigio;2019.0;45.0;15.0;35.0;fruit tree/herbaceous/wood
Kettmeir;Athesis Pinot Bianco;3.9;25;23.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2019.0;43.0;0.0;55.0;fruit tree/vegetale/citrus
Fontanafredda;Roero Pradalupo Arneis;3.7;192;10.5;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;59.0;23.0;54.0;fruit tree/herbaceous/citrus
Argiolas;Merì Vermentino di Sardegna;4.1;499;15.6;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2020.0;60.0;6.0;40.0;fruit tree/citrus/herbaceous
I Clivi;San Pietro Friulano;3.8;33;15.5;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Friulano;2020.0;62.0;19.0;51.0;herbaceous/citrus/fruit tree
Albino Armani;Pinot Grigio Valdadige Corvara;4.1;214;10.7;Seafood / Vegetarian / Mushrooms;Italy;Valdadige;Pinot Grigio;2020.0;41.0;11.0;41.0;fruit tree/citrus/herbaceous
Attems;Sauvignon Blanc;3.9;138;8.5;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Sauvignon Blanc;2020.0;61.0;21.0;53.0;citrus/fruit tree/vegetale
Fina;Chardonnay;3.8;59;17.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Chardonnay;2018.0;64.0;8.0;30.0;wood/fruit tree/herbaceous
Pacherhof;Riesling;4.1;40;24.5;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Riesling;2020.0;55.0;23.0;58.0;fruit tree/citrus/herbaceous
Le Vigne di Zamò;Sauvignon;3.9;25;15.8;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Sauvignon Blanc;2020.0;61.0;21.0;57.0;citrus/vegetale/fruit tree
Girlan;Flora Pinot Bianco Riserva;4.1;25;21.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2018.0;52.0;0.0;56.0;vegetale/citrus/aged note
Lvnae;Terre Ferme Pigato;3.8;90;14.4;Pasta / Seafood / Hard and aged cheese;Italy;Riviera Ligure di Ponente;Pigato;2019.0;53.0;32.0;56.0;fruit tree/citrus/vegetale
Rosset;Sopraquota 900;4.4;73;43.47;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;Petite Arvine;2018.0;68.0;16.0;54.0;herbaceous/citrus/fruit tree
Terlan (Terlano);Gewürztraminer Lunare;4.4;170;39.5;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2018.0;65.0;42.0;28.0;tropical note/herbaceous/citrus
Siddura;Maìa;3.8;59;18.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Sardegna;Vermentino;2019.0;60.0;5.0;44.0;fruit tree/citrus/herbaceous
Bellavista;Uccellanda Curtefranca;4.3;185;32.9;Pasta / Seafood / Hard and aged cheese;Italy;Curtefranca;Chardonnay;2015.0;64.0;27.0;49.0;wood/fruit tree/citrus
Franz Haas;Manna Schweizer;4.2;406;22.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Miscela;2019.0;62.0;25.0;53.0;fruit tree/herbaceous/tropical note
Ronco dei Tassi;Ribolla Gialla;3.8;36;15.0;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Ribolla Gialla;2020.0;53.0;23.0;49.0;fruit tree/citrus/wood
Suavia;Soave Classico;3.8;193;9.98;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2020.0;30.0;4.0;60.0;fruit tree/citrus/herbaceous
Les Crêtes;Cuvée Bois Chardonnay;4.2;411;45.9;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;Chardonnay;2015.0;65.0;24.0;51.0;wood/fruit tree/herbaceous
Le Morette;Benedictus Lugana;4.0;51;12.8;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2020.0;62.0;26.0;48.0;fruit tree/herbaceous/tropical note
Tramin;Unterebner Pinot Grigio;4.0;32;23.4;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2020.0;44.0;15.0;42.0;fruit tree/herbaceous/wood
La Raia;Gavi Riserva;3.9;127;19.0;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2017.0;25.0;12.0;77.0;citrus/fruit tree/herbaceous
Kellerei St. Pauls;Plötzner Weissburgunder;3.8;178;11.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2017.0;41.0;0.0;60.0;fruit tree/citrus/wood
Pasini San Giovanni;Il Lugana;4.0;180;13.5;Pasta / Seafood / Hard and aged cheese;Italy;Lombardia;Trebbiano;2020.0;52.0;19.0;52.0;fruit tree/citrus/herbaceous
Azienda Agricola Pianogrillo;Grecanico;4.0;35;10.89;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Grecanico;2020.0;53.0;0.0;42.0;fruit tree/herbaceous/citrus
Artico;Sauvignon;3.9;28;11.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Sauvignon Blanc;2018.0;61.0;18.0;60.0;fruit tree/vegetale/herbaceous
Monchiero Carbone;Recit Roero Arneis;3.8;276;12.1;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2019.0;62.0;26.0;48.0;fruit tree/citrus/herbaceous
Alois Lageder;Müller - Thurgau;3.7;83;9.9;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2019.0;29.0;7.0;33.0;fruit tree/citrus/herbaceous
Marisa Cuomo;Ravello Costa d'Amalfi;3.9;105;18.2;Seafood / Vegetarian / Appetizers and snacks;Italy;Costa d'Amalfi;Miscela;2019.0;61.0;3.0;46.0;fruit tree/herbaceous/citrus
Su'entu;Su'orma;3.8;30;14.55;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2018.0;59.0;12.0;42.0;wood/herbaceous/vegetale
Erste+Neue;Sauvignon;3.9;76;9.49;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2020.0;55.0;23.0;57.0;citrus/vegetale/fruit tree
Tenute Bosco;Piano dei Daini Etna Bianco;4.0;122;18.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2019.0;56.0;0.0;43.0;herbaceous/citrus/fruit tree
Terlan (Terlano);Tradition Chardonnay;3.8;232;11.7;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2020.0;59.0;22.0;53.0;fruit tree/citrus/wood
Moser;Maso Warth Riesling Renano;3.8;26;13.92;Pasta / Seafood / Hard and aged cheese;Italy;Trentino;Riesling;2019.0;54.0;32.0;52.0;fruit tree/citrus
Andrea Felici;Vigna Il Cantico della Figura Castelli di Jesi Verdicchio Riserva Classico;4.2;59;50.96;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2017.0;43.0;24.0;63.0;fruit tree/citrus/herbaceous
Campo alle Comete;Albablu Vermentino;3.8;94;9.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2020.0;35.0;31.0;68.0;vegetale/citrus/herbaceous
Castelfeder;Vom Stein Pinot Bianco;3.9;39;13.8;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2019.0;44.0;5.0;55.0;fruit tree/citrus/herbaceous
Feudi di San Gregorio;Falanghina;3.8;744;8.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Falanghina del Sannio;Falanghina;2020.0;62.0;2.0;39.0;citrus/fruit tree/herbaceous
Cenatiempo;Ischia Biancolella;3.9;74;12.89;Seafood / Vegetarian / Appetizers and snacks;Italy;Ischia;Biancolella;2020.0;57.0;14.0;42.0;fruit tree/herbaceous/citrus
Les Crêtes;Neige d'Or;4.2;43;56.0;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;;2016.0;75.0;19.0;46.0;herbaceous/wood/fruit tree
Antinori;Tenuta Guado al Tasso Vermentino Bolgheri;4.0;1956;13.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Bolgheri;Vermentino;2020.0;42.0;22.0;67.0;citrus/fruit tree/herbaceous
Köfererhof;R Sylvaner;3.9;27;24.9;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2018.0;62.0;25.0;50.0;citrus/herbaceous/fruit tree
Manincor;Sophie;4.2;211;35.74;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2019.0;62.0;21.0;49.0;fruit tree/wood/citrus
St. Michael-Eppan;Weissburgunder (Pinot Bianco);3.7;150;23.5;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2019.0;45.0;13.0;57.0;fruit tree/herbaceous/citrus
Allegrini;Oasi Mantellina Lugana;4.0;285;12.9;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2019.0;60.0;19.0;54.0;fruit tree/citrus/herbaceous
Fertuna;Droppello Toscana Bianco;4.0;91;14.3;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Sangiovese;2019.0;44.0;21.0;65.0;herbaceous/fruit tree/citrus
Erste+Neue;Puntay Sauvignon;3.9;39;12.85;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2019.0;65.0;27.0;53.0;herbaceous/tropical note/vegetale
Sandro de Bruno;Monte San Piero Soave Superiore;4.0;31;19.76;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave;Garganega;2018.0;45.0;14.0;54.0;fruit tree/herbaceous/wood
Blumenfeld;Weinberg Dolomiten Cuvée;4.1;72;10.9;Pasta / Seafood / Hard and aged cheese;Italy;Vigneti delle Dolomiti;;2020.0;63.0;27.0;46.0;tropical note/Floreale
Feudi di San Gregorio;Campanaro;4.0;52;37.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Irpinia;Miscela;2010.0;58.0;11.0;43.0;citrus/herbaceous/fruit tree
Jermann;Pinot Bianco;4.0;206;16.4;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Venezia Giulia;Pinot Blanc;2019.0;40.0;0.0;58.0;fruit tree/citrus/herbaceous
La Piana;Palmazio Vermentino;3.8;40;18.6;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2020.0;38.0;19.0;68.0;fruit tree/citrus/herbaceous
La Spinetta;Piccolo Derthona Timorasso;4.0;145;25.0;Pasta / Seafood / Hard and aged cheese;Italy;Colli Tortonesi;Timorasso;2020.0;58.0;19.0;55.0;citrus/fruit tree/herbaceous
Cantine dell'Angelo;Coda di Volpe del Nonno;3.9;42;15.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Irpinia;Coda di Volpe Biancha;2018.0;61.0;9.0;50.0;vegetale
Kellerei . Cantina KALTERN;Stern Sauvignon;3.8;25;13.2;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2020.0;62.0;24.0;52.0;herbaceous/citrus/fruit tree
Livio Felluga;Illivio;4.2;47;29.9;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Miscela;2019.0;60.0;29.0;45.0;wood/fruit tree/herbaceous
Tiefenbrunner;Turmhof Sauvignon Blanc;4.0;32;17.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2019.0;58.0;17.0;51.0;vegetale/citrus/fruit tree
Elena Walch;Riesling Alto Adige Castel Ringberg;3.9;147;21.9;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Riesling;2019.0;58.0;27.0;57.0;citrus/herbaceous/fruit tree
Villa Job;Piantagrane;4.1;161;21.0;Seafood / Vegetarian / Mushrooms;Italy;Friuli;Pinot Gris;2018.0;48.0;17.0;47.0;citrus/fruit tree/tropical note
Cà Maiol;Molin Lugana;3.9;182;13.8;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Verdicchio;2019.0;59.0;24.0;51.0;fruit tree/herbaceous/citrus
Barone di Serramarrocco;Quojane di Serramarrocco;3.9;115;13.3;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Zibibbo;2014.0;67.0;12.0;39.0;fruit tree/herbaceous/citrus
La Staffa;Rincrocca Castelli di Jesi Verdicchio Riserva Classico;3.8;55;23.2;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2018.0;50.0;21.0;64.0;citrus/herbaceous/fruit tree
Vinosia;Falanghina;3.7;103;7.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Campania;Falanghina;2020.0;64.0;4.0;35.0;citrus/fruit tree/herbaceous
Boveri Luigi;Derthona Timorasso Colli Tortonesi;4.1;50;15.4;Pasta / Seafood / Hard and aged cheese;Italy;Colli Tortonesi;Timorasso;2019.0;65.0;15.0;50.0;herbaceous/citrus/fruit tree
Jermann;Vintage Tunina;4.3;180;45.0;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Sauvignon Blanc;2019.0;65.0;27.0;49.0;fruit tree/herbaceous/citrus
La Costa;Vespaiolo;3.9;26;12.8;Pasta / Seafood / Hard and aged cheese;Italy;Breganze;Vespaiola;2019.0;45.0;16.0;58.0;citrus
J. Hofstätter;Michei;3.8;97;19.45;Pasta / Seafood / Hard and aged cheese;Italy;Vigneti delle Dolomiti;Müller-Thurgau;2018.0;52.0;19.0;45.0;fruit tree/citrus/herbaceous
Bellavista;Alma Terra;4.1;37;16.89;Pasta / Seafood / Hard and aged cheese;Italy;Franciacorta;Chardonnay;2020.0;55.0;20.0;46.0;citrus/herbaceous/fruit tree
Ca' Lojera;Lugana Superiore;3.9;37;18.19;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Verdicchio;2017.0;63.0;26.0;52.0;fruit tree/herbaceous/aged note
Scarbolo;Mattia {Beyond Pinot};3.9;36;15.5;na / na / na;Italy;Vino d'Italia;Pinot Grigio;2015.0;;;;herbaceous/citrus/fruit tree
Pacherhof;Sylvaner;4.0;91;18.7;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2019.0;57.0;19.0;57.0;fruit tree/herbaceous/citrus
S. Cristina;Chardonnay Garda;3.9;116;9.65;Pasta / Seafood / Hard and aged cheese;Italy;Garda;Chardonnay;2020.0;57.0;22.0;50.0;fruit tree/herbaceous/citrus
La Raia;Gavi;3.8;381;11.8;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2019.0;20.0;0.0;79.0;citrus/fruit tree/herbaceous
Poggio Al Tesoro;Solosole Vermentino;4.0;936;17.8;Pasta / Vegetarian / Appetizers and snacks;Italy;Bolgheri;Vermentino;2019.0;46.0;21.0;67.0;fruit tree/citrus/herbaceous
Les Crêtes;Fleur Petite Arvine;4.0;105;23.7;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;Petite Arvine;2018.0;62.0;12.0;60.0;herbaceous/fruit tree/citrus
Abbazia di Novacella (Stiftskellerei Neustift);Gewürztraminer;4.0;179;12.99;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;62.0;33.0;31.0;herbaceous/tropical note/fruit tree
Terlan (Terlano);Tradition Müller Thurgau;3.8;56;11.08;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2020.0;29.0;17.0;35.0;fruit tree/citrus/tropical note
